,indicadorIA,indicatorIdsOsmosys,formId,recordId
0,PR4_03,[156],cd2v47mld0dmdtp6,clf7bmb6x002aa8np4z866kcy
1,PR4_03,[156],cd2v47mld0dmdtp6,clf7bmbrt002ba8npmr31yw3g
2,PR4_03,[156],cd2v47mld0dmdtp6,clf7bmcj4002ca8npb6nk6eol
