,indicadorIA,indicatorIdsOsmosys,formId,recordId
0,PRPI1_01,[199 201],cseb67ald0d9ooxe,clf7bmodp002ia8nplyigh826
1,PRPI1_01,[199 201],cseb67ald0d9ooxe,clf7bmrtl002ja8np7skwimuq
2,PRPI1_01,[199 201],cseb67ald0d9ooxe,clf7bmv17002ka8np9yg4oqkk
3,PRPI1_01,[199 201],cseb67ald0d9ooxe,clf7bmyub002la8npy9xyb0w5
